station,valid,drct
RYV,2025-01-08 16:55,310.00
EFT,2025-01-08 16:55,310.00
JVL,2025-01-08 17:45,290.00
MSN,2025-01-08 17:53,280.00
EFT,2025-01-08 17:55,290.00
RYV,2025-01-08 17:55,270.00
JVL,2025-01-08 18:45,290.00
MSN,2025-01-08 18:53,260.00
RYV,2025-01-08 18:55,280.00
EFT,2025-01-08 18:55,290.00
JVL,2025-01-08 19:45,300.00
MSN,2025-01-08 19:53,null
EFT,2025-01-08 19:55,280.00
RYV,2025-01-08 19:55,280.00
JVL,2025-01-08 20:45,300.00
MSN,2025-01-08 20:53,280.00
EFT,2025-01-08 20:55,300.00
RYV,2025-01-08 20:55,300.00
JVL,2025-01-08 21:45,300.00
MSN,2025-01-08 21:53,290.00
EFT,2025-01-08 21:55,270.00
RYV,2025-01-08 21:55,280.00
JVL,2025-01-08 22:45,280.00
MSN,2025-01-08 22:53,0.00
EFT,2025-01-08 22:55,270.00
RYV,2025-01-08 22:55,0.00
JVL,2025-01-08 23:45,0.00
MSN,2025-01-08 23:53,0.00
RYV,2025-01-08 23:55,0.00
EFT,2025-01-08 23:55,260.00
JVL,2025-01-09 00:45,0.00
MSN,2025-01-09 00:53,0.00
EFT,2025-01-09 00:55,270.00
RYV,2025-01-09 00:55,0.00
JVL,2025-01-09 01:45,0.00
RYV,2025-01-09 01:50,0.00
MSN,2025-01-09 01:53,0.00
EFT,2025-01-09 01:55,250.00
JVL,2025-01-09 02:45,0.00
MSN,2025-01-09 02:53,0.00
RYV,2025-01-09 02:55,0.00
EFT,2025-01-09 02:55,240.00
JVL,2025-01-09 03:50,110.00
MSN,2025-01-09 03:53,200.00
EFT,2025-01-09 03:55,230.00
RYV,2025-01-09 03:55,0.00
JVL,2025-01-09 04:50,0.00
MSN,2025-01-09 04:53,0.00
RYV,2025-01-09 04:55,0.00
EFT,2025-01-09 04:55,230.00
JVL,2025-01-09 05:50,0.00
MSN,2025-01-09 05:53,180.00
RYV,2025-01-09 05:55,0.00
EFT,2025-01-09 05:55,240.00
JVL,2025-01-09 06:50,0.00
MSN,2025-01-09 06:53,180.00
EFT,2025-01-09 06:55,210.00
RYV,2025-01-09 06:55,0.00
JVL,2025-01-09 07:50,0.00
MSN,2025-01-09 07:53,0.00
EFT,2025-01-09 07:55,200.00
RYV,2025-01-09 07:55,0.00
JVL,2025-01-09 08:50,0.00
MSN,2025-01-09 08:53,170.00
RYV,2025-01-09 08:55,0.00
EFT,2025-01-09 08:55,200.00
EFT,2025-01-09 09:50,190.00
JVL,2025-01-09 09:50,0.00
MSN,2025-01-09 09:53,170.00
RYV,2025-01-09 09:55,0.00
JVL,2025-01-09 10:50,110.00
MSN,2025-01-09 10:53,170.00
RYV,2025-01-09 10:55,0.00
EFT,2025-01-09 10:55,190.00
JVL,2025-01-09 11:45,0.00
MSN,2025-01-09 11:53,170.00
EFT,2025-01-09 11:55,170.00
RYV,2025-01-09 11:55,160.00
JVL,2025-01-09 12:45,180.00
MSN,2025-01-09 12:53,160.00
RYV,2025-01-09 12:55,140.00
EFT,2025-01-09 12:55,180.00
MSN,2025-01-09 13:53,190.00
EFT,2025-01-09 13:55,180.00
RYV,2025-01-09 13:55,0.00
JVL,2025-01-09 14:45,190.00
MSN,2025-01-09 14:53,180.00
EFT,2025-01-09 14:55,190.00
RYV,2025-01-09 14:55,170.00
JVL,2025-01-09 15:45,190.00
MSN,2025-01-09 15:53,170.00
EFT,2025-01-09 15:55,200.00
RYV,2025-01-09 15:55,170.00
JVL,2025-01-09 16:45,190.00
MSN,2025-01-09 16:53,190.00
RYV,2025-01-09 16:55,170.00
EFT,2025-01-09 16:55,190.00
JVL,2025-01-09 17:45,180.00
MSN,2025-01-09 17:53,190.00
EFT,2025-01-09 17:55,180.00
RYV,2025-01-09 17:55,180.00
JVL,2025-01-09 18:45,180.00
MSN,2025-01-09 18:53,170.00
EFT,2025-01-09 18:55,180.00
RYV,2025-01-09 18:55,180.00
JVL,2025-01-09 19:45,190.00
MSN,2025-01-09 19:53,180.00
RYV,2025-01-09 19:55,170.00
EFT,2025-01-09 19:55,200.00
JVL,2025-01-09 20:45,190.00
MSN,2025-01-09 20:53,180.00
RYV,2025-01-09 20:55,180.00
EFT,2025-01-09 20:55,190.00
JVL,2025-01-09 21:45,190.00
MSN,2025-01-09 21:53,180.00
EFT,2025-01-09 21:55,190.00
RYV,2025-01-09 21:55,170.00
JVL,2025-01-09 22:45,190.00
MSN,2025-01-09 22:53,190.00
EFT,2025-01-09 22:55,190.00
RYV,2025-01-09 22:55,170.00
JVL,2025-01-09 23:45,190.00
MSN,2025-01-09 23:53,190.00
EFT,2025-01-09 23:55,190.00
RYV,2025-01-09 23:55,180.00
JVL,2025-01-10 00:45,190.00
MSN,2025-01-10 00:53,190.00
EFT,2025-01-10 00:55,200.00
RYV,2025-01-10 00:55,180.00
JVL,2025-01-10 01:45,200.00
MSN,2025-01-10 01:53,190.00
RYV,2025-01-10 01:55,180.00
EFT,2025-01-10 01:55,200.00
JVL,2025-01-10 02:45,190.00
MSN,2025-01-10 02:53,200.00
RYV,2025-01-10 02:55,190.00
EFT,2025-01-10 02:55,200.00
JVL,2025-01-10 03:50,180.00
MSN,2025-01-10 03:53,190.00
RYV,2025-01-10 03:55,180.00
EFT,2025-01-10 03:55,200.00
JVL,2025-01-10 04:50,190.00
MSN,2025-01-10 04:53,null
EFT,2025-01-10 04:55,200.00
RYV,2025-01-10 04:55,180.00
JVL,2025-01-10 05:50,180.00
MSN,2025-01-10 05:53,200.00
EFT,2025-01-10 05:55,200.00
RYV,2025-01-10 05:55,170.00
JVL,2025-01-10 06:50,190.00
MSN,2025-01-10 06:53,200.00
EFT,2025-01-10 06:55,200.00
RYV,2025-01-10 06:55,200.00
JVL,2025-01-10 07:50,190.00
MSN,2025-01-10 07:53,190.00
RYV,2025-01-10 07:55,210.00
EFT,2025-01-10 07:55,210.00
JVL,2025-01-10 08:50,180.00
MSN,2025-01-10 08:53,200.00
RYV,2025-01-10 08:55,200.00
EFT,2025-01-10 08:55,210.00
JVL,2025-01-10 09:50,180.00
MSN,2025-01-10 09:53,190.00
EFT,2025-01-10 09:55,200.00
RYV,2025-01-10 09:55,190.00
JVL,2025-01-10 10:50,190.00
MSN,2025-01-10 10:53,170.00
EFT,2025-01-10 10:55,220.00
RYV,2025-01-10 10:55,190.00
JVL,2025-01-10 11:45,220.00
MSN,2025-01-10 11:53,200.00
EFT,2025-01-10 11:55,230.00
RYV,2025-01-10 11:55,210.00
JVL,2025-01-10 12:45,210.00
MSN,2025-01-10 12:53,0.00
RYV,2025-01-10 12:55,230.00
EFT,2025-01-10 12:55,260.00
JVL,2025-01-10 13:45,0.00
MSN,2025-01-10 13:53,0.00
EFT,2025-01-10 13:55,260.00
RYV,2025-01-10 13:55,210.00
JVL,2025-01-10 14:45,260.00
MSN,2025-01-10 14:53,320.00
EFT,2025-01-10 14:55,260.00
RYV,2025-01-10 14:55,210.00
JVL,2025-01-10 15:45,270.00
MSN,2025-01-10 15:53,270.00
RYV,2025-01-10 15:55,230.00
EFT,2025-01-10 15:55,280.00
JVL,2025-01-10 16:45,270.00
MSN,2025-01-10 16:53,300.00
RYV,2025-01-10 16:55,240.00
EFT,2025-01-10 16:55,280.00
JVL,2025-01-10 17:45,290.00
MSN,2025-01-10 17:53,280.00
RYV,2025-01-10 17:55,270.00
EFT,2025-01-10 17:55,290.00
JVL,2025-01-10 18:45,290.00
MSN,2025-01-10 18:53,300.00
RYV,2025-01-10 18:55,290.00
EFT,2025-01-10 18:55,280.00
JVL,2025-01-10 19:45,280.00
MSN,2025-01-10 19:53,310.00
RYV,2025-01-10 19:55,280.00
EFT,2025-01-10 19:55,320.00
JVL,2025-01-10 20:45,290.00
MSN,2025-01-10 20:53,280.00
EFT,2025-01-10 20:55,290.00
RYV,2025-01-10 20:55,270.00
JVL,2025-01-10 21:45,310.00
MSN,2025-01-10 21:53,300.00
RYV,2025-01-10 21:55,0.00
EFT,2025-01-10 21:55,310.00
JVL,2025-01-10 22:45,270.00
MSN,2025-01-10 22:53,300.00
RYV,2025-01-10 22:55,0.00
EFT,2025-01-10 22:55,300.00
JVL,2025-01-10 23:45,270.00
MSN,2025-01-10 23:53,300.00
RYV,2025-01-10 23:55,310.00
EFT,2025-01-10 23:55,260.00
JVL,2025-01-11 00:50,310.00
MSN,2025-01-11 00:53,0.00
RYV,2025-01-11 00:55,0.00
EFT,2025-01-11 00:55,280.00
JVL,2025-01-11 01:45,270.00
MSN,2025-01-11 01:53,270.00
RYV,2025-01-11 01:55,0.00
EFT,2025-01-11 01:55,280.00
JVL,2025-01-11 02:45,290.00
MSN,2025-01-11 02:53,280.00
EFT,2025-01-11 02:55,280.00
RYV,2025-01-11 02:55,0.00
JVL,2025-01-11 03:50,280.00
MSN,2025-01-11 03:53,300.00
EFT,2025-01-11 03:55,280.00
RYV,2025-01-11 03:55,0.00
JVL,2025-01-11 04:50,270.00
MSN,2025-01-11 04:53,270.00
EFT,2025-01-11 04:55,280.00
RYV,2025-01-11 04:55,0.00
JVL,2025-01-11 05:50,270.00
MSN,2025-01-11 05:53,300.00
RYV,2025-01-11 05:55,0.00
EFT,2025-01-11 05:55,290.00
JVL,2025-01-11 06:50,270.00
MSN,2025-01-11 06:53,300.00
EFT,2025-01-11 06:55,280.00
RYV,2025-01-11 06:55,0.00
JVL,2025-01-11 07:50,270.00
MSN,2025-01-11 07:53,300.00
EFT,2025-01-11 07:55,290.00
RYV,2025-01-11 07:55,290.00
JVL,2025-01-11 08:50,280.00
MSN,2025-01-11 08:53,300.00
EFT,2025-01-11 08:55,280.00
RYV,2025-01-11 08:55,290.00
JVL,2025-01-11 09:50,280.00
MSN,2025-01-11 09:53,0.00
EFT,2025-01-11 09:55,280.00
RYV,2025-01-11 09:55,300.00
JVL,2025-01-11 10:50,270.00
MSN,2025-01-11 10:53,310.00
RYV,2025-01-11 10:55,0.00
EFT,2025-01-11 10:55,270.00
JVL,2025-01-11 11:45,270.00
MSN,2025-01-11 11:53,0.00
EFT,2025-01-11 11:55,280.00
RYV,2025-01-11 11:55,0.00
JVL,2025-01-11 12:45,270.00
MSN,2025-01-11 12:53,null
EFT,2025-01-11 12:55,280.00
RYV,2025-01-11 12:55,0.00
JVL,2025-01-11 13:45,230.00
MSN,2025-01-11 13:53,0.00
EFT,2025-01-11 13:55,260.00
RYV,2025-01-11 13:55,0.00
JVL,2025-01-11 14:45,240.00
MSN,2025-01-11 14:53,null
RYV,2025-01-11 14:55,320.00
EFT,2025-01-11 14:55,270.00
JVL,2025-01-11 15:45,250.00
MSN,2025-01-11 15:53,null
RYV,2025-01-11 15:55,330.00
EFT,2025-01-11 15:55,280.00
JVL,2025-01-11 16:45,280.00
MSN,2025-01-11 16:53,290.00
EFT,2025-01-11 16:55,290.00
RYV,2025-01-11 16:55,0.00
JVL,2025-01-11 17:45,270.00
MSN,2025-01-11 17:53,250.00
EFT,2025-01-11 17:55,220.00
RYV,2025-01-11 17:55,0.00
JVL,2025-01-11 18:45,250.00
MSN,2025-01-11 18:53,200.00
RYV,2025-01-11 18:55,210.00
EFT,2025-01-11 18:55,200.00
JVL,2025-01-11 19:45,210.00
RYV,2025-01-11 19:50,190.00
MSN,2025-01-11 19:53,190.00
EFT,2025-01-11 19:55,190.00
JVL,2025-01-11 20:45,200.00
MSN,2025-01-11 20:53,190.00
RYV,2025-01-11 20:55,200.00
EFT,2025-01-11 20:55,190.00
JVL,2025-01-11 21:45,200.00
MSN,2025-01-11 21:53,190.00
EFT,2025-01-11 21:55,210.00
RYV,2025-01-11 21:55,190.00
JVL,2025-01-11 22:45,200.00
MSN,2025-01-11 22:53,180.00
RYV,2025-01-11 22:55,190.00
EFT,2025-01-11 22:55,200.00
JVL,2025-01-11 23:45,200.00
MSN,2025-01-11 23:53,180.00
EFT,2025-01-11 23:55,170.00
RYV,2025-01-11 23:55,190.00
JVL,2025-01-12 00:45,180.00
MSN,2025-01-12 00:53,160.00
RYV,2025-01-12 00:55,170.00
EFT,2025-01-12 00:55,170.00
JVL,2025-01-12 01:45,190.00
MSN,2025-01-12 01:53,170.00
RYV,2025-01-12 01:55,160.00
EFT,2025-01-12 01:55,160.00
JVL,2025-01-12 02:45,190.00
MSN,2025-01-12 02:53,170.00
RYV,2025-01-12 02:55,170.00
EFT,2025-01-12 02:55,160.00
JVL,2025-01-12 03:50,170.00
MSN,2025-01-12 03:53,170.00
RYV,2025-01-12 03:55,160.00
EFT,2025-01-12 03:55,170.00
JVL,2025-01-12 04:50,180.00
MSN,2025-01-12 04:53,160.00
RYV,2025-01-12 04:55,170.00
EFT,2025-01-12 04:55,160.00
JVL,2025-01-12 05:50,170.00
MSN,2025-01-12 05:53,170.00
EFT,2025-01-12 05:55,170.00
RYV,2025-01-12 05:55,150.00
MSN,2025-01-12 06:53,170.00
RYV,2025-01-12 06:55,140.00
JVL,2025-01-12 06:55,180.00
EFT,2025-01-12 06:55,170.00
MSN,2025-01-12 07:53,170.00
RYV,2025-01-12 07:55,160.00
EFT,2025-01-12 07:55,180.00
JVL,2025-01-12 07:55,180.00
JVL,2025-01-12 08:50,180.00
MSN,2025-01-12 08:53,170.00
RYV,2025-01-12 08:55,160.00
EFT,2025-01-12 08:55,180.00
MSN,2025-01-12 09:53,170.00
RYV,2025-01-12 09:55,170.00
EFT,2025-01-12 09:55,190.00
JVL,2025-01-12 09:55,180.00
JVL,2025-01-12 10:50,180.00
MSN,2025-01-12 10:53,170.00
RYV,2025-01-12 10:55,170.00
EFT,2025-01-12 10:55,190.00
JVL,2025-01-12 11:45,180.00
MSN,2025-01-12 11:53,170.00
RYV,2025-01-12 11:55,170.00
EFT,2025-01-12 11:55,190.00
JVL,2025-01-12 12:45,180.00
MSN,2025-01-12 12:53,180.00
RYV,2025-01-12 12:55,170.00
EFT,2025-01-12 12:55,190.00
JVL,2025-01-12 13:45,180.00
MSN,2025-01-12 13:53,190.00
EFT,2025-01-12 13:55,210.00
RYV,2025-01-12 13:55,170.00
JVL,2025-01-12 14:45,200.00
MSN,2025-01-12 14:53,200.00
RYV,2025-01-12 14:55,180.00
EFT,2025-01-12 14:55,220.00
JVL,2025-01-12 15:45,210.00
MSN,2025-01-12 15:53,210.00
RYV,2025-01-12 15:55,200.00
EFT,2025-01-12 15:55,220.00
JVL,2025-01-12 16:45,220.00
MSN,2025-01-12 16:53,240.00
RYV,2025-01-12 16:55,200.00
EFT,2025-01-12 16:55,240.00
JVL,2025-01-12 17:45,240.00
MSN,2025-01-12 17:53,230.00
RYV,2025-01-12 17:55,230.00
EFT,2025-01-12 17:55,260.00
JVL,2025-01-12 18:45,250.00
RYV,2025-01-12 18:55,230.00
EFT,2025-01-12 18:55,270.00
MSN,2025-01-12 18:59,250.00
JVL,2025-01-12 19:45,260.00
MSN,2025-01-12 19:53,290.00
RYV,2025-01-12 19:55,260.00
EFT,2025-01-12 19:55,270.00
JVL,2025-01-12 20:45,280.00
MSN,2025-01-12 20:53,null
RYV,2025-01-12 20:55,240.00
EFT,2025-01-12 20:55,280.00
JVL,2025-01-12 21:45,270.00
MSN,2025-01-12 21:53,280.00
EFT,2025-01-12 21:55,270.00
RYV,2025-01-12 21:55,260.00
JVL,2025-01-12 22:45,280.00
MSN,2025-01-12 22:53,270.00
RYV,2025-01-12 22:55,250.00
EFT,2025-01-12 22:55,280.00
JVL,2025-01-12 23:45,280.00
MSN,2025-01-12 23:53,280.00
RYV,2025-01-12 23:55,270.00
EFT,2025-01-12 23:55,270.00
JVL,2025-01-13 00:45,280.00
MSN,2025-01-13 00:53,280.00
RYV,2025-01-13 00:55,260.00
EFT,2025-01-13 00:55,270.00
JVL,2025-01-13 01:45,280.00
MSN,2025-01-13 01:53,280.00
EFT,2025-01-13 01:55,270.00
RYV,2025-01-13 01:55,260.00
JVL,2025-01-13 02:45,270.00
MSN,2025-01-13 02:53,270.00
RYV,2025-01-13 02:55,250.00
EFT,2025-01-13 02:55,270.00
JVL,2025-01-13 03:50,270.00
MSN,2025-01-13 03:53,290.00
RYV,2025-01-13 03:55,260.00
EFT,2025-01-13 03:55,280.00
JVL,2025-01-13 04:50,270.00
MSN,2025-01-13 04:53,290.00
RYV,2025-01-13 04:55,270.00
EFT,2025-01-13 04:55,270.00
JVL,2025-01-13 05:50,270.00
MSN,2025-01-13 05:53,280.00
RYV,2025-01-13 05:55,270.00
EFT,2025-01-13 05:55,280.00
JVL,2025-01-13 06:50,270.00
MSN,2025-01-13 06:53,280.00
RYV,2025-01-13 06:55,280.00
EFT,2025-01-13 06:55,280.00
JVL,2025-01-13 07:50,270.00
MSN,2025-01-13 07:53,280.00
EFT,2025-01-13 07:55,280.00
RYV,2025-01-13 07:55,270.00
JVL,2025-01-13 08:50,270.00
MSN,2025-01-13 08:53,300.00
EFT,2025-01-13 08:55,280.00
RYV,2025-01-13 08:55,280.00
JVL,2025-01-13 09:50,270.00
MSN,2025-01-13 09:53,null
EFT,2025-01-13 09:55,280.00
RYV,2025-01-13 09:55,270.00
JVL,2025-01-13 10:50,270.00
MSN,2025-01-13 10:53,270.00
RYV,2025-01-13 10:55,270.00
EFT,2025-01-13 10:55,270.00
JVL,2025-01-13 11:45,270.00
MSN,2025-01-13 11:53,280.00
RYV,2025-01-13 11:55,270.00
EFT,2025-01-13 11:55,270.00
JVL,2025-01-13 12:45,270.00
MSN,2025-01-13 12:53,280.00
RYV,2025-01-13 12:55,270.00
EFT,2025-01-13 12:55,270.00
JVL,2025-01-13 13:45,270.00
MSN,2025-01-13 13:53,280.00
RYV,2025-01-13 13:55,270.00
EFT,2025-01-13 13:55,270.00
JVL,2025-01-13 14:45,270.00
MSN,2025-01-13 14:53,280.00
RYV,2025-01-13 14:55,270.00
EFT,2025-01-13 14:55,280.00
JVL,2025-01-13 15:45,270.00
MSN,2025-01-13 15:53,280.00
RYV,2025-01-13 15:55,280.00
EFT,2025-01-13 15:55,270.00
JVL,2025-01-13 16:45,280.00
MSN,2025-01-13 16:53,270.00
EFT,2025-01-13 16:55,270.00
RYV,2025-01-13 16:55,270.00
JVL,2025-01-13 17:45,270.00
MSN,2025-01-13 17:53,260.00
EFT,2025-01-13 17:55,270.00
RYV,2025-01-13 17:55,290.00
JVL,2025-01-13 18:45,280.00
MSN,2025-01-13 18:53,280.00
RYV,2025-01-13 18:55,260.00
EFT,2025-01-13 18:55,270.00
JVL,2025-01-13 19:45,270.00
MSN,2025-01-13 19:53,290.00
RYV,2025-01-13 19:55,270.00
EFT,2025-01-13 19:55,270.00
JVL,2025-01-13 20:45,270.00
MSN,2025-01-13 20:53,270.00
RYV,2025-01-13 20:55,270.00
EFT,2025-01-13 20:55,290.00
JVL,2025-01-13 21:45,280.00
MSN,2025-01-13 21:53,280.00
RYV,2025-01-13 21:55,260.00
EFT,2025-01-13 21:55,250.00
JVL,2025-01-13 22:45,270.00
MSN,2025-01-13 22:53,290.00
EFT,2025-01-13 22:55,270.00
RYV,2025-01-13 22:55,250.00
JVL,2025-01-13 23:45,270.00
MSN,2025-01-13 23:53,310.00
RYV,2025-01-13 23:55,280.00
EFT,2025-01-13 23:55,250.00
JVL,2025-01-14 00:45,260.00
MSN,2025-01-14 00:53,0.00
RYV,2025-01-14 00:55,220.00
EFT,2025-01-14 00:55,260.00
JVL,2025-01-14 01:45,270.00
MSN,2025-01-14 01:53,260.00
EFT,2025-01-14 01:55,260.00
RYV,2025-01-14 01:55,0.00
JVL,2025-01-14 02:45,null
MSN,2025-01-14 02:53,null
RYV,2025-01-14 02:55,0.00
EFT,2025-01-14 02:55,240.00
JVL,2025-01-14 03:50,200.00
MSN,2025-01-14 03:53,null
RYV,2025-01-14 03:55,240.00
EFT,2025-01-14 03:55,250.00
JVL,2025-01-14 04:50,270.00
MSN,2025-01-14 04:53,280.00
EFT,2025-01-14 04:55,260.00
RYV,2025-01-14 04:55,230.00
JVL,2025-01-14 05:50,270.00
MSN,2025-01-14 05:53,320.00
EFT,2025-01-14 05:55,240.00
RYV,2025-01-14 05:55,260.00
JVL,2025-01-14 06:50,270.00
MSN,2025-01-14 06:53,330.00
EFT,2025-01-14 06:55,250.00
RYV,2025-01-14 06:55,320.00
JVL,2025-01-14 07:50,200.00
MSN,2025-01-14 07:53,350.00
EFT,2025-01-14 07:55,230.00
RYV,2025-01-14 07:55,330.00
JVL,2025-01-14 08:50,220.00
MSN,2025-01-14 08:53,300.00
RYV,2025-01-14 08:55,330.00
EFT,2025-01-14 08:55,250.00
JVL,2025-01-14 09:50,270.00
MSN,2025-01-14 09:53,330.00
RYV,2025-01-14 09:55,350.00
EFT,2025-01-14 09:55,340.00
JVL,2025-01-14 10:50,360.00
MSN,2025-01-14 10:53,350.00
RYV,2025-01-14 10:55,320.00
EFT,2025-01-14 10:55,330.00
JVL,2025-01-14 11:45,330.00
MSN,2025-01-14 11:53,350.00
RYV,2025-01-14 11:55,330.00
EFT,2025-01-14 11:55,340.00
JVL,2025-01-14 12:45,360.00
MSN,2025-01-14 12:53,340.00
EFT,2025-01-14 12:55,360.00
RYV,2025-01-14 12:55,320.00
JVL,2025-01-14 13:45,240.00
MSN,2025-01-14 13:53,320.00
EFT,2025-01-14 13:55,340.00
RYV,2025-01-14 13:55,310.00
JVL,2025-01-14 14:45,340.00
EFT,2025-01-14 14:50,340.00
MSN,2025-01-14 14:53,330.00
RYV,2025-01-14 14:55,310.00
JVL,2025-01-14 15:45,330.00
MSN,2025-01-14 15:53,320.00
RYV,2025-01-14 15:55,310.00
EFT,2025-01-14 15:55,340.00
JVL,2025-01-14 16:45,310.00
MSN,2025-01-14 16:53,310.00
EFT,2025-01-14 16:55,320.00
RYV,2025-01-14 16:55,310.00
JVL,2025-01-14 17:45,320.00
MSN,2025-01-14 17:53,320.00
EFT,2025-01-14 17:55,330.00
RYV,2025-01-14 17:55,300.00
JVL,2025-01-14 18:45,300.00
MSN,2025-01-14 18:53,310.00
RYV,2025-01-14 18:55,310.00
EFT,2025-01-14 18:55,330.00
JVL,2025-01-14 19:45,320.00
MSN,2025-01-14 19:53,320.00
EFT,2025-01-14 19:55,340.00
RYV,2025-01-14 19:55,280.00
JVL,2025-01-14 20:45,300.00
MSN,2025-01-14 20:53,null
RYV,2025-01-14 20:55,300.00
EFT,2025-01-14 20:55,290.00
JVL,2025-01-14 21:45,290.00
MSN,2025-01-14 21:53,310.00
RYV,2025-01-14 21:55,300.00
EFT,2025-01-14 21:55,280.00
JVL,2025-01-14 22:45,290.00
MSN,2025-01-14 22:53,0.00
RYV,2025-01-14 22:55,270.00
EFT,2025-01-14 22:55,280.00
JVL,2025-01-14 23:45,280.00
MSN,2025-01-14 23:53,290.00
RYV,2025-01-14 23:55,290.00
EFT,2025-01-14 23:55,270.00
JVL,2025-01-15 00:45,280.00
MSN,2025-01-15 00:53,270.00
RYV,2025-01-15 00:55,280.00
EFT,2025-01-15 00:55,280.00
JVL,2025-01-15 01:45,280.00
MSN,2025-01-15 01:53,null
RYV,2025-01-15 01:55,280.00
EFT,2025-01-15 01:55,280.00
JVL,2025-01-15 02:45,280.00
MSN,2025-01-15 02:53,280.00
RYV,2025-01-15 02:55,280.00
EFT,2025-01-15 02:55,290.00
JVL,2025-01-15 03:50,0.00
MSN,2025-01-15 03:53,300.00
RYV,2025-01-15 03:55,280.00
EFT,2025-01-15 03:55,260.00
JVL,2025-01-15 04:50,270.00
MSN,2025-01-15 04:53,290.00
RYV,2025-01-15 04:55,270.00
EFT,2025-01-15 04:55,270.00
JVL,2025-01-15 05:50,270.00
MSN,2025-01-15 05:53,300.00
RYV,2025-01-15 05:55,300.00
EFT,2025-01-15 05:55,270.00
JVL,2025-01-15 06:50,0.00
MSN,2025-01-15 06:53,0.00
RYV,2025-01-15 06:55,290.00
EFT,2025-01-15 06:55,290.00
JVL,2025-01-15 07:50,0.00
MSN,2025-01-15 07:53,0.00
RYV,2025-01-15 07:55,280.00
EFT,2025-01-15 07:55,280.00
JVL,2025-01-15 08:50,0.00
MSN,2025-01-15 08:53,0.00
EFT,2025-01-15 08:55,300.00
RYV,2025-01-15 08:55,0.00
JVL,2025-01-15 09:50,0.00
MSN,2025-01-15 09:53,300.00
RYV,2025-01-15 09:55,290.00
EFT,2025-01-15 09:55,310.00
JVL,2025-01-15 10:50,0.00
MSN,2025-01-15 10:53,300.00
RYV,2025-01-15 10:55,0.00
EFT,2025-01-15 10:55,260.00
JVL,2025-01-15 11:45,0.00
MSN,2025-01-15 11:53,0.00
RYV,2025-01-15 11:55,0.00
EFT,2025-01-15 11:55,290.00
JVL,2025-01-15 12:45,0.00
MSN,2025-01-15 12:53,0.00
EFT,2025-01-15 12:55,230.00
RYV,2025-01-15 12:55,0.00
JVL,2025-01-15 13:45,220.00
MSN,2025-01-15 13:53,220.00
RYV,2025-01-15 13:55,0.00
EFT,2025-01-15 13:55,230.00
JVL,2025-01-15 14:45,220.00
MSN,2025-01-15 14:53,210.00
RYV,2025-01-15 14:55,200.00
EFT,2025-01-15 14:55,230.00
JVL,2025-01-15 15:45,220.00
MSN,2025-01-15 15:53,200.00
EFT,2025-01-15 15:55,230.00
RYV,2025-01-15 15:55,210.00
JVL,2025-01-15 16:45,240.00
MSN,2025-01-15 16:53,null
EFT,2025-01-15 16:55,240.00
RYV,2025-01-15 16:55,220.00
JVL,2025-01-15 17:45,230.00
MSN,2025-01-15 17:53,200.00
RYV,2025-01-15 17:55,230.00
EFT,2025-01-15 17:55,220.00
MSN,2025-01-15 18:53,190.00
EFT,2025-01-15 18:55,230.00
RYV,2025-01-15 18:55,200.00
JVL,2025-01-15 19:45,220.00
MSN,2025-01-15 19:53,200.00
EFT,2025-01-15 19:55,240.00
RYV,2025-01-15 19:55,220.00
MSN,2025-01-15 20:53,200.00
EFT,2025-01-15 20:55,230.00
RYV,2025-01-15 20:55,200.00
JVL,2025-01-15 21:45,220.00
MSN,2025-01-15 21:53,240.00
RYV,2025-01-15 21:55,220.00
EFT,2025-01-15 21:55,230.00
JVL,2025-01-15 22:45,220.00
MSN,2025-01-15 22:53,200.00
RYV,2025-01-15 22:55,190.00
EFT,2025-01-15 22:55,220.00
JVL,2025-01-15 23:45,210.00
MSN,2025-01-15 23:53,210.00
EFT,2025-01-15 23:55,220.00
RYV,2025-01-15 23:55,220.00
JVL,2025-01-16 00:45,210.00
MSN,2025-01-16 00:53,210.00
RYV,2025-01-16 00:55,220.00
EFT,2025-01-16 00:55,210.00
JVL,2025-01-16 01:45,220.00
MSN,2025-01-16 01:53,220.00
RYV,2025-01-16 01:55,220.00
EFT,2025-01-16 01:55,200.00
JVL,2025-01-16 02:45,210.00
MSN,2025-01-16 02:53,220.00
EFT,2025-01-16 02:55,220.00
RYV,2025-01-16 02:55,210.00
JVL,2025-01-16 03:50,200.00
MSN,2025-01-16 03:53,210.00
EFT,2025-01-16 03:55,230.00
RYV,2025-01-16 03:55,210.00
JVL,2025-01-16 04:50,200.00
MSN,2025-01-16 04:53,220.00
RYV,2025-01-16 04:55,220.00
EFT,2025-01-16 04:55,230.00
JVL,2025-01-16 05:50,230.00
MSN,2025-01-16 05:53,null
EFT,2025-01-16 05:55,230.00
RYV,2025-01-16 05:55,220.00
JVL,2025-01-16 06:50,230.00
MSN,2025-01-16 06:53,null
EFT,2025-01-16 06:55,230.00
RYV,2025-01-16 06:55,220.00
JVL,2025-01-16 07:50,260.00
MSN,2025-01-16 07:53,240.00
EFT,2025-01-16 07:55,240.00
RYV,2025-01-16 07:55,230.00
JVL,2025-01-16 08:50,250.00
MSN,2025-01-16 08:53,230.00
EFT,2025-01-16 08:55,250.00
RYV,2025-01-16 08:55,240.00
JVL,2025-01-16 09:50,270.00
MSN,2025-01-16 09:53,280.00
EFT,2025-01-16 09:55,260.00
